uc1_it_crm_stark	acceptance	1	UC1_IT_CRM_STARK	IT_CRM_STARK		IT_CRM_STARK		IT	CRM	STARK	98700813-4343-40fb-9d54-2ba2d32e712c	1f527f3a-ca63-43fb-9984-5fbbfa48a74c	76c6eb8d-8c43-4a5a-8531-cda257472ef1	84d8b686-2600-4e08-886c-66efe282d9c2	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	scan	out	sftp.stark.example	198.51.100.50;198.51.100.51;198.51.100.52	dns	22	scan:6 12 17	1.5	0.2	356144	2461215	2461282	KEY	reason=fingerprint	
uc1_aps_risk_tyrell	acceptance	1	UC1_APS_RISK_TYRELL	APS_RISK_TYRELL		APS_RISK_TYRELL		APS	RISK	TYRELL	c8832546-392b-44fc-b55f-5ca6ad1d7ca0	f33e8c5f-b8d7-46c1-84fd-31b6c14ef352	912fd3f1-b10b-45ba-9eec-0254d93d4b44	3d994785-744a-4af9-83ea-25e8d2c2e0b8	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	scan	out	exchange.tyrell.example	198.51.100.70;198.51.100.71;198.51.100.72	dns	22	scan:9 12 18	4	0.15	879113	2461215	2461282	PWD	reason=connfail,g2r	
uc1_cd_invoice_vandelay	acceptance	1	UC1_CD_INVOICE_VANDELAY	CD_INVOICE_VANDELAY		CD_INVOICE_VANDELAY		CD	INVOICE	VANDELAY	67d35970-f636-453e-82c0-e4d59c8a2ed7	34577100-c257-4f0d-bb38-149eafd8a315	ca88b114-c33d-4e28-a6d7-7383a0cfad3f	ad6897a8-c32f-46a6-abec-b09fd44d3347	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	scan	out	imports.vandelay.example	198.51.100.100;198.51.100.101;198.51.100.102	dns	22	scan:9 11 18	1.5	0.2	410282	2461215	2461282	PWD	reason=routestop	
uc1_si_portal_oscorp	acceptance	1	UC1_SI_PORTAL_OSCORP	SI_PORTAL_OSCORP		SI_PORTAL_OSCORP		SI	PORTAL	OSCORP	6bb7dcbe-6b22-4abf-9e98-6859d893ba08	65c31791-3bbf-4b6f-862f-2ea582b95b4f	d1a48849-adef-43a6-8a2f-6ae257a92acc	4ec30cb0-382f-4c5a-aa64-f1a7379d59e7	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	scan	out	mft.oscorp.example	198.51.100.90;198.51.100.91	dns	22	scan:6 12 21	1.2	0.2	136852	2461215	2461282	KEY	reason=sitemissing	
uc1_wa_batch_wayne	acceptance	1	UC1_WA_BATCH_WAYNE	WA_BATCH_WAYNE		WA_BATCH_WAYNE		WA	BATCH	WAYNE	e9d05f25-b5d1-4cc6-b401-6fca51d315cf	fd8eb418-d27c-4d55-a585-7ffb69758657	d90e650d-4d1b-44f0-a2c1-a8254998d0bf	093c6ed1-73f3-4691-bc69-e30b1f524ce8	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	scan	out	ftp.wayne.example	198.51.100.60;198.51.100.61	dns	22	scan:7 12 19	1.5	0.03	814944	2461215	2461282	PWD		
uc1_fs_mortgage_sabre	acceptance	1	UC1_FS_MORTGAGE_SABRE	FS_MORTGAGE_SABRE		FS_MORTGAGE_SABRE		FS	MORTGAGE	SABRE	a4f10691-46a6-4524-aed6-ef8801180135	4c33bbb5-8204-4f6d-b37e-5e1605e4f1c6	0abe6286-6037-4c93-a53d-3709663be480	44730a92-3713-4d41-a30a-b89aa288bf1a	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	scan	out	sftp.sabre.example	203.0.113.60;203.0.113.61	dns	22	scan:8 12 20	4	0.03	107747	2461215	2461282	PWD		
uc1_dpl_auditlog_dunder	acceptance	1	UC1_DPL_AUDITLOG_DUNDER	DPL_AUDITLOG_DUNDER		DPL_AUDITLOG_DUNDER		DPL	AUDITLOG	DUNDER	7306cf5a-3879-4a64-9cc7-3c33730149ad	0aa4b41a-394a-44ce-899c-da38a54d7a66	c11573b0-4359-4913-baa7-9ef782cacab0	18357ae4-3f89-4682-bde8-ca36ad7217d2	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	scan	out	paper.dunder.example	203.0.113.50;203.0.113.51;203.0.113.52	dns	22	scan:7 11 21	1.5	0.03	400228	2461215	2461267	PWD	quiet	
uc1_cb_marketing_wnk	acceptance	1	UC1_CB_MARKETING_WNK	CB_MARKETING_WNK		CB_MARKETING_WNK		CB	MARKETING	WNK	5572dd22-074a-4910-90fe-970dfc1751a3	afd5fbbf-e2f9-44a7-bb2a-64a74ee75953	78be0f8e-71b0-4f16-801b-d6b4e9000172	c47a5c33-29b1-4621-88ff-f20bd3c53f01	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	scan	out	sftp.wonka.example	198.51.100.80;198.51.100.81;198.51.100.82;198.51.100.83	dns	22	scan:8 13 21	1.2	0.04	1086507	2461215	2461282	PWD		
uc1_odv_dms_cyberdyne	acceptance	1	UC1_ODV_DMS_CYBERDYNE	ODV_DMS_CYBERDYNE		ODV_DMS_CYBERDYNE		ODV	DMS	CYBERDYNE	73a58dfe-34a3-4e4d-b97a-d6876406f48c	1d8fd36a-f3ce-472a-ab46-4b622b388572	1cb33c75-2a50-41d3-8024-9628580a1bb9	a734739f-0348-478d-8ff5-4007908651ae	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	scan	out	sftp.cyberdyne.example	203.0.113.20;203.0.113.21;203.0.113.22;203.0.113.23	dns	22	scan:6 14 19	4	0.04	849807	2461215	2461282	KEY	ascii	
uc1_it_ledger_hooli	acceptance	1	UC1_IT_LEDGER_HOOLI	IT_LEDGER_HOOLI		IT_LEDGER_HOOLI		IT	LEDGER	HOOLI	0f23db9f-d5fa-4405-9330-0b4e518b8fa2	0a8e0b7d-3efd-4849-81a0-1b0e4255febc	26520e36-0e97-4106-8334-93648eeeadf2	1f391181-6369-486a-8854-dc416f91d13d	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	scan	out	transfer.hooli.example	198.51.100.40;198.51.100.41	dns	22	scan:8 12 17	1.5	0.03	465013	2461215	2461282	KEY	rename=UC1_IT_GENLEDGER_HOOLI	
uc1_aps_stream_soylent	acceptance	1	UC1_APS_STREAM_SOYLENT	APS_STREAM_SOYLENT		APS_STREAM_SOYLENT		APS	STREAM	SOYLENT	1b191f7a-90ca-4c2a-84f5-0c2eb5d5bc3c	133d408f-86d4-4d1f-99b7-3db4094e0cf1	da40a3e3-b318-4f85-932d-585fd5ee3ab4	5e34ac03-1cfc-4037-a1db-129a68f9c96e	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	scan	out	feeds.soylent.example	203.0.113.10;203.0.113.11;203.0.113.12	dns	22	scan:7 11 19	4	0.18	197008	2461215	2461282	KEY	reason=pesitrefused	
uc1_ab_hrdata_weyland	acceptance	1	UC1_AB_HRDATA_WEYLAND	AB_HRDATA_WEYLAND		AB_HRDATA_WEYLAND		AB	HRDATA	WEYLAND	e2fc207c-ae5d-480d-8c44-52252766d21c	520e50d4-c2c1-4380-82df-3487c1779396	94394ef2-fbb9-4390-a898-ed8de1c4457e	290e7a25-3bdd-4555-a6eb-d2840a3feda4	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	scan	out	mft.weyland.example	203.0.113.30;203.0.113.31	dns	22	scan:8 14 20	1.2	0.2	487810	2461215	2461282	PWD	reason=stfs	
uc1_synt_itp_aperture	acceptance	1	UC1_SYNT_ITP_APERTURE	SYNT_ITP_APERTURE		SYNT_ITP_APERTURE		SYNT	ITP	APERTURE	70fcd85b-6e8a-43b9-a643-c1dc941e4109	bd819665-fa69-41fb-bfb5-2a222b5ba4f9	0dd6950c-54b1-4380-baec-caedc488f192	31b4506b-b785-47f1-8fcb-8a64ca6ca86c	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	scan	out	science.aperture.example	203.0.113.90;203.0.113.91;203.0.113.92	dns	22	scan:8 13 17	1.2	0.2	1008466	2461215	2461282	KEY	reason=postaction	
uc1_fin_treasury_gekko	acceptance	1	UC1_FIN_TREASURY_GEKKO	FIN_TREASURY_GEKKO		FIN_TREASURY_GEKKO		FIN	TREASURY	GEKKO	2e3b23fe-0f63-4608-8017-93b698e523d8	3c9d89dd-313f-42a3-b010-aaa413de8a84	fde614aa-d993-45ef-839a-937ccd51a20d	7788b9ca-9e30-46b7-b30d-171ee7936752	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	scan	out	trades.gekko.example	203.0.113.110;203.0.113.111;203.0.113.112	dns	22	scan:8 11 16	4	0.05	648895	2461215	2461282	PWD	stormy	
uc1_zk_claims_blackmesa	acceptance	1	UC1_ZK_CLAIMS_BLACKMESA	ZK_CLAIMS_BLACKMESA		ZK_CLAIMS_BLACKMESA		ZK	CLAIMS	BLACKMESA	c7473d90-f19b-406d-a6bb-1dcad0a27089	5123eeb5-d871-41e2-9040-61ac6ada2ddb	8b486352-dc57-4d83-91ec-f41a14577994	acce4882-7043-44c9-b1e3-94c0cfb2e632	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	scan	out	sftp.blackmesa.example	203.0.113.100;203.0.113.101	dns	22	scan:9 14 16	0.5	0.1	298026	2461215	2461282	PWD	resub	
uc1_aim_sappo_wonka-puo	acceptance	1	UC1_AIM_SAPPO_WONKA-PUO	AIM_SAPPO_WONKA-PUO		AIM_SAPPO_WONKA-PUO		AIM	SAPPO	WONKA-PUO	740b91bf-c9bd-49b2-9a2d-23269ceda905	bea28396-0992-485a-99ad-8a2c6da9a334	b4bd0a6c-39b6-4e41-bd2c-1851a0493ee2	6c7eed01-e646-41c1-acaf-e8efa7d47a81	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	scan	out	sftp.wonka.example	198.51.100.80;198.51.100.81;198.51.100.82;198.51.100.83	dns	22	scan:8 12 19	1.2	0.04	174747	2461215	2461282	PWD		
uc1_cdv_stream_duff	acceptance	1	UC1_CDV_STREAM_DUFF	CDV_STREAM_DUFF		CDV_STREAM_DUFF		CDV	STREAM	DUFF	a09f2db3-548b-478a-8a7c-6fda8ee83060	f71afbb9-5eb0-487d-b383-2b0974b13247	d8e5c6a2-d48b-401e-8959-d53326f72ae6	5f041433-5948-49eb-b16c-2e55ee220997	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	scan	out	brew.duff.example	203.0.113.120;203.0.113.121	dns	22	scan:9 12 17	1.5	0.03	638925	2461215	2461282	PWD		
uc1_it_heartbeat_initech	acceptance	1	UC1_IT_HEARTBEAT_INITECH	IT_HEARTBEAT_INITECH		IT_HEARTBEAT_INITECH		IT	HEARTBEAT	INITECH	2fff1697-428a-4784-9186-b4178a183dd6	cf58db71-163d-4329-bc96-bc7de984feba	9ce19031-882a-4aa4-899a-50a87051f22f	639e5593-2b48-49d2-964c-53aee39442d1	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	scan	out	files.initech.example	198.51.100.20;198.51.100.21;198.51.100.22	dns	22	scan:6 13 18	1.5	0.02	174847	2461215	2461282	PWD	skipflow	
uc1_aps_telem_gekko	acceptance	1	UC1_APS_TELEM_GEKKO	APS_TELEM_GEKKO		APS_TELEM_GEKKO		APS	TELEM	GEKKO	dac5e8ef-a86a-404e-834e-a9d366e16def	a7712aa6-2ed8-46c5-8706-211cc12f0c66	1258503e-5486-453b-97d3-0734014ec982	4f5beb27-5500-49f6-850e-e991420295cc	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	scan	out	trades.gekko.example	203.0.113.110;203.0.113.111;203.0.113.112	dns	22	scan:9 11 17	2	0.05	645740	2461252	2461282	KEY	late,firstseen	
uc1_fin_claims_monarch	acceptance	1	UC1_FIN_CLAIMS_MONARCH	FIN_CLAIMS_MONARCH		FIN_CLAIMS_MONARCH		FIN	CLAIMS	MONARCH	73d9bc3b-f0d6-47c3-9e14-928da3e66410	92492c35-4e5e-4247-9a21-a34d27ca555f	dbc3093b-2ec9-4c4a-b3e1-99b563a4aba6	f9759544-a37b-4e51-b767-af5cc9058300	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	scan	out	wings.monarch.example	203.0.113.140;203.0.113.141	dns	22	scan:6 14 17	0	0	135553	2461215	2461282	PWD	noxfer	
uc1_hr_archive_zorg	acceptance	1	UC1_HR_ARCHIVE_ZORG	HR_ARCHIVE_ZORG		HR_ARCHIVE_ZORG		HR	ARCHIVE	ZORG	be68bafe-a73b-4234-9a94-1e10d473e1f4	83e97011-a922-4f89-b13b-1d1c2760508b	0e9adf37-abb4-4f57-9ddd-ccdb46ae5747	206f6744-b037-406e-9348-bba040d2b434	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	scan	out	sftp.zorg.example	203.0.113.130;203.0.113.131	dns	22	scan:8 13 19	0	0	103572	2461215	2461282	KEY	noxfer	
uc1_it_billing_bluth	acceptance	1	UC1_IT_BILLING_BLUTH	IT_BILLING_BLUTH		IT_BILLING_BLUTH		IT	BILLING	BLUTH	917dc688-4286-488f-8159-9d4bc14b5184	b4f7e5cf-90c9-49bd-aa80-92cb8cd66e30	298d2375-0b8e-4bba-93d8-cf0be3fcc00f	2234934f-56f0-4d5d-8cc0-db710f0136f1	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	scan	out	docs.bluth.example	203.0.113.40;203.0.113.41	dns	22	scan:9 14 16	0	0	168216	2461215	2461282	PWD	noxfer	
uc1_zg_dms_primatech	acceptance	1	UC1_ZG_DMS_PRIMATECH	ZG_DMS_PRIMATECH		ZG_DMS_PRIMATECH		ZG	DMS	PRIMATECH	5aaba4ac-2d9c-48ec-90cf-8944d6a10cd5	89d66517-0336-4dd8-98c4-f0b4d9e3cfa6	c126de00-d518-4550-86f1-525feb580987	6e5607db-d877-49e6-a953-b995fa173cc0	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	scan	out	files.primatech.example	203.0.113.70;203.0.113.71;203.0.113.72	dns	22	scan:7 12 19	0	0	72233	2461215	2461282	KEY	noxfer	
uc1_ab_portal_abstergo	acceptance	1	UC1_AB_PORTAL_ABSTERGO	AB_PORTAL_ABSTERGO		AB_PORTAL_ABSTERGO		AB	PORTAL	ABSTERGO	82d6c792-4ed4-460b-a2ef-f879ea2cf15a	4d25e7d2-c716-4a43-b2d8-4a615654b4d1	1f21b064-9f30-4126-b9e2-09bbe61065e1	b21efa15-89ae-4190-a857-bab22703677b	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	scan	out	sftp.abstergo.example	203.0.113.80;203.0.113.81	dns	22	scan:9 12 16	0	0	249891	2461215	2461282	KEY	noxfer	
uc1_cd_batch_massive	acceptance	1	UC1_CD_BATCH_MASSIVE	CD_BATCH_MASSIVE		CD_BATCH_MASSIVE		CD	BATCH	MASSIVE	3e413923-5fb8-439c-bd65-4fc8e0e76bc2	923cdb2e-da60-4d4c-a304-7e3b87639efe	36a99311-57a8-4e2e-bf70-b2ada2a26852	1ee9585b-c47d-4156-b78c-4e0c2c33e7b8	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	scan	out	sftp.massive.example	198.51.100.120;198.51.100.121;198.51.100.122	dns	22	scan:9 13 18	0	0	337789	2461215	2461282	PWD	noxfer	
uc1_wa_crm_piedpiper	acceptance	1	UC1_WA_CRM_PIEDPIPER	WA_CRM_PIEDPIPER		WA_CRM_PIEDPIPER		WA	CRM	PIEDPIPER	e479daec-c005-4b28-a6e6-d8f4ad052991	2f302d3c-c2d0-4f27-be30-5e5815a92a03	390b17f3-6982-4e0a-9ea1-e3ceff8aca61	c37bcdf7-4a84-4535-b1f0-efd58c80607d	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	scan	out	box.piedpiper.example	198.51.100.110;198.51.100.111	dns	22	scan:8 11 16	0	0	743190	2461215	2461282	KEY	noxfer	
uc1_fs_pension_dunder	acceptance	1	UC1_FS_PENSION_DUNDER	FS_PENSION_DUNDER		FS_PENSION_DUNDER		FS	PENSION	DUNDER	2f9a4ba2-82be-4a85-aeff-758ef01cfe5a	e012d7df-84cc-489e-9efc-057e97fd9f1d	3f41d358-50c5-4c7d-8187-d2054ba82f89	ce99a55a-dd6d-4566-9bb5-fdaadea01521	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	scan	out	paper.dunder.example	203.0.113.50;203.0.113.51;203.0.113.52	dns	22	scan:7 11 18	0	0	494066	2461215	2461282	PWD	noxfer,credexp	
uc1_aps_invoice_stark	acceptance	1	UC1_APS_INVOICE_STARK	APS_INVOICE_STARK		APS_INVOICE_STARK		APS	INVOICE	STARK	dc05ccc6-ea6f-4306-a9dc-2bbc73a42b9c	4e3c67e8-ba5c-41f7-95be-a93b9fc299bf	d9908bb3-b8ce-41c4-84cd-12b41baa60a1	3f6bb493-4f01-4021-a67b-7ece46519d36	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	scan	out	sftp.stark.example	198.51.100.50;198.51.100.51;198.51.100.52	dns	22	scan:8 11 21	0	0	196277	2461215	2461282	PWD	blue	
uc1_odv_risk_tyrell	acceptance	1	UC1_ODV_RISK_TYRELL	ODV_RISK_TYRELL		ODV_RISK_TYRELL		ODV	RISK	TYRELL	326dc7b9-681a-4a2f-b8be-0b590664c66f	ac5d4e3e-0466-4035-afcf-466b581a3b63	0b740348-791e-4af8-80a3-b176e86d75e1	35a1df4d-6ae9-4281-9a89-c85b01b133de	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	scan	out	exchange.tyrell.example	198.51.100.70;198.51.100.71;198.51.100.72	dns	22	scan:9 11 18	0	0	163865	2461215	2461282	PWD	blue	
uc2_aps_vida_umbrella	acceptance	2	UC2_APS_VIDA_UMBRELLA	APS-VIDA-UMBRELLA	FE493759	APS_VIDA_UMBRELLA	APS-VIDA-UMBRELLA	APS	VIDA	UMBRELLA	664427fc-3e0a-4135-b765-3f0c5f07ea28	233af4f0-bdc0-4c4f-ac71-525b0bd4ae7c	5edd31e2-2be8-491a-9d20-1f09881cecb8	431e674e-4a4f-48dc-b318-65c98c67f806	APP_CFT_PESIT_PUSH_ST_HYBRID_PULL_PARTNER	scan	out		198.51.100.30;198.51.100.31;198.51.100.32;198.51.100.33	ip	22	stage:7 17	9	0.02	39266	2461215	2461282	PWD	waitheavy,expheavy	198.51.100.30;198.51.100.31;198.51.100.32;198.51.100.33;198.51.100.180;198.51.100.181
uc2_it_sapbhp_gekko	acceptance	2	UC2_IT_SAPBHP_GEKKO	IT-SAPBHP-GEKKO	FE189698	IT_SAPBHP_GEKKO		IT	SAPBHP	GEKKO	4ed2d2cc-58a7-4644-969b-681ffd74e18d	2ce58a1c-421c-45b9-a7da-dbbbde282a2a	56119750-35db-4d56-bea8-ca2c3474d560	9dd3ba69-7f9d-44b9-b183-52584bb82e46	APP_CFT_PESIT_PUSH_ST_HYBRID_PULL_PARTNER	scan	out		203.0.113.110;203.0.113.111;203.0.113.112	ip	22	stage:9 18	4	0.02	35559	2461215	2461282	PWD	expheavy	203.0.113.110;203.0.113.111;203.0.113.112;203.0.113.205;203.0.113.206
uc2_wa_vdn	acceptance	2	UC2_WA_VDN	WA-VDN	FE198634	WA_VDN		WA	VDN		becee2e5-2d67-4f84-bd36-70c1bcae4e9e	a6d1fc5c-1f88-4510-8a88-ce8f3471f73c	86b77ead-9099-42ec-ad1d-620d68b545fe	37852982-3156-4462-b34e-ea16529cac62	APP_CFT_PESIT_PUSH_ST_HYBRID_PULL_PARTNER	scan	out		203.0.113.160;203.0.113.161	ip	22	stage:9 16	3	0.02	366769	2461215	2461282	PWD	vdn	203.0.113.160;203.0.113.161;203.0.113.162;203.0.113.163
uc2_si_vps_vdn	acceptance	2	UC2_SI_VPS_VDN	SI-VPS-VDN	FE644964	SI_VPS_VDN	SI-VPS-VDN	SI	VPS	VDN	70e241bc-d12f-4953-a682-692faafe12d4	28362710-cb16-41c7-8a04-4e0812485ac2	9905271b-773f-4d88-ab8a-76e5f0cbde28	c22d558c-6393-4580-b6bd-6b319f3ff68a	APP_CFT_PESIT_PUSH_ST_HYBRID_PULL_PARTNER	scan	out		203.0.113.160;203.0.113.161	ip	22	stage:10 16	1.5	0.02	188434	2461215	2461282	PWD	vdn	203.0.113.160;203.0.113.161;203.0.113.162;203.0.113.163
uc2_it_ekdsi_cyberdyne	acceptance	2	UC2_IT_EKDSI_CYBERDYNE	IT-EKDSI-CYBERDYNE	FE616236	IT_EKDSI_CYBERDYNE		IT	EKDSI	CYBERDYNE	1ed8f88b-74ca-4b0c-b677-f341472de92a	cbaf68af-ee4e-44ab-8429-2049ca194657	2eac2439-551f-49c8-a3fc-299235d8252d	37589e08-4d5e-481b-921d-0ef4ea5c6e5c	APP_CFT_PESIT_PUSH_ST_HYBRID_PULL_PARTNER	scan	out		203.0.113.20;203.0.113.21;203.0.113.22;203.0.113.23	ip	22	stage:10 17	5	0.02	28953	2461215	2461282	KEY	twinc	203.0.113.20;203.0.113.21;203.0.113.22;203.0.113.23;203.0.113.235;203.0.113.236
