Status, Account, Login, UserClass, UserType, Application, Transfer Site, Direction, Action By, File, Remote Partner, Transfer Profile, Transfer Content Type, Remote Folder, Local Filename, Local Folder, ICAP Details, Local File, Size, Protocol, Secure, Mode, Start Time, End Time, Duration, Remote Host, Remote Port, Proxy Host, Transfer ID, Session ID, Session Start Time, Operation Index, Pesit Message, CoreId, Resubmitted, Additional info, X-Forwarded-For, SecurityParameters, Server Name, Alternated Addresses, Server Address
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC2-INFRA_ST-MONITOR_INFRA","Outbound","Server","monitor_20260624_233000.txt","UNKNOWN","INFRA-MONITOR-UC2","FILE","/","monitor_20260624_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260624_233000.txt",16,"routing","true","BINARY","06/24/2026 23:31:58.957","06/24/2026 23:31:59.192","235 ms","UNKNOWN","UNKNOWN","UNKNOWN","8f109c82-3b7a-4db9-8424-913ead195920","59524b356266527a65543245456464414e506e484871395a633675615533425736784166635637564f514b3d","06/24/2026 23:31:44.402","UNKNOWN","UNKNOWN","8c264e77-9a41-433e-9a13-e377a0046cf2","false","UNKNOWN","UNKNOWN","null",UNKNOWN,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC2-INFRA_ST-MONITOR_INFRA","Inbound","User","INFRA-MONITOR-UC2","UNKNOWN","INFRA-MONITOR-UC2","FILE","Upload/","monitor_20260624_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260624_233000.txt",16,"pesit","true","BINARY","06/24/2026 23:31:57.081","06/24/2026 23:31:57.915","834 ms","UNKNOWN","17627","UNKNOWN","540e9961-baf4-4eaf-a8a2-fb416f696013","59524b356266527a65543245456464414e506e484871395a633675615533425736784166635637564f514b3d","06/24/2026 23:31:40.237","UNKNOWN","UNKNOWN","8c264e77-9a41-433e-9a13-e377a0046cf2","false","UNKNOWN","UNKNOWN","null",Pesit Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC4-INFRA_ST-MONITOR_INFRA","Outbound","Server","monitor_20260624_233000.txt","UNKNOWN","INFRA-MONITOR-UC4","FILE","/","monitor_20260624_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260624_233000.txt",16,"pesit","true","BINARY","06/24/2026 23:31:04.188","06/24/2026 23:31:04.808","620 ms","UNKNOWN","17627","UNKNOWN","6f7452de-726e-4c9d-8d44-3ad32994d8d5","6455646645744846797a623830356b65726a4f6f53395337783673357a75703433395831316130363473753d","06/24/2026 23:30:55.338","UNKNOWN","UNKNOWN","41efc973-d255-4063-97b5-dc63fcf6a7f6","false","UNKNOWN","UNKNOWN","null",Pesit Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC4-INFRA_ST-MONITOR_INFRA","Inbound","User","monitor_20260624_233000.txt","UNKNOWN","INFRA-MONITOR-UC4","FILE","Upload/","monitor_20260624_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260624_233000.txt",16,"ssh","true","BINARY","06/24/2026 23:30:58.344","06/24/2026 23:31:03.225","4.881 s","192.0.2.77","22","UNKNOWN","94937c96-6e04-4fcc-b466-5a497a05e620","6455646645744846797a623830356b65726a4f6f53395337783673357a75703433395831316130363473753d","06/24/2026 23:30:49.373","UNKNOWN","UNKNOWN","41efc973-d255-4063-97b5-dc63fcf6a7f6","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: diffie-hellman-group-exchange-sha256, Public Key: ssh-rsa.",Ssh Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC1-INFRA_ST-MONITOR_INFRA","Outbound","User","monitor_20260624_233000.txt","UNKNOWN","INFRA-MONITOR-UC1","FILE","/","monitor_20260624_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260624_233000.txt",16,"ssh","true","BINARY","06/24/2026 23:30:57.464","06/24/2026 23:31:02.644","5.180 s","filetransfer.acme.example","22","UNKNOWN","849291ca-8a1f-4154-b587-0ca7a7fd0ab8","4363544c36354e765568624d6e52513742346d614f6a527263656c764e58707778444254532b44644e42733d","06/24/2026 23:30:43.547","UNKNOWN","UNKNOWN","1451ed55-7313-41e9-be4c-6c909f2170dc","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: diffie-hellman-group-exchange-sha256, Public Key: ssh-rsa.",Ssh Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC1-INFRA_ST-MONITOR_INFRA","Inbound","User","INFRA-MONITOR-UC1","UNKNOWN","INFRA-MONITOR-UC1","FILE","Upload/","monitor_20260624_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260624_233000.txt",16,"pesit","true","BINARY","06/24/2026 23:30:51.381","06/24/2026 23:30:53.397","2.016 s","UNKNOWN","17627","UNKNOWN","ef1fff83-080d-4b3f-9b74-f1c89831d238","4363544c36354e765568624d6e52513742346d614f6a527263656c764e58707778444254532b44644e42733d","06/24/2026 23:30:43.361","UNKNOWN","UNKNOWN","1451ed55-7313-41e9-be4c-6c909f2170dc","false","UNKNOWN","UNKNOWN","null",Pesit Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC2-INFRA_ST-MONITOR_INFRA","Inbound","Server","monitor_20260624_230000.txt","UNKNOWN","INFRA-MONITOR-UC2","FILE","Upload/","monitor_20260624_230000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260624_230000.txt",16,"routing","true","BINARY","06/24/2026 23:01:42.386","06/24/2026 23:01:42.866","480 ms","UNKNOWN","UNKNOWN","UNKNOWN","657d0d7f-42cb-445a-8ce1-f515661b8ef7","76715346417835734765724f37493770483033695339706a597971316970365263676c4946686362524b393d","06/24/2026 23:01:27.761","UNKNOWN","UNKNOWN","d23484ae-e120-4262-8c6c-45e21e79cc57","false","UNKNOWN","UNKNOWN","null",UNKNOWN,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC2-INFRA_ST-MONITOR_INFRA","Outbound","Server","monitor_20260624_230000.txt","UNKNOWN","INFRA-MONITOR-UC2","FILE","/","monitor_20260624_230000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260624_230000.txt",16,"routing","true","BINARY","06/24/2026 23:01:41.788","06/24/2026 23:01:41.921","133 ms","UNKNOWN","UNKNOWN","UNKNOWN","6beb2282-ab9c-494a-9f3e-292d7e4e644d","76715346417835734765724f37493770483033695339706a597971316970365263676c4946686362524b393d","06/24/2026 23:01:30.997","UNKNOWN","UNKNOWN","d23484ae-e120-4262-8c6c-45e21e79cc57","false","UNKNOWN","UNKNOWN","null",UNKNOWN,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC2-INFRA_ST-MONITOR_INFRA","Inbound","User","INFRA-MONITOR-UC2","UNKNOWN","INFRA-MONITOR-UC2","FILE","Upload/","monitor_20260624_230000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260624_230000.txt",16,"pesit","true","BINARY","06/24/2026 23:01:39.760","06/24/2026 23:01:40.489","729 ms","UNKNOWN","17627","UNKNOWN","bbaecd4f-32d6-4951-8394-5d71d14f9d76","76715346417835734765724f37493770483033695339706a597971316970365263676c4946686362524b393d","06/24/2026 23:01:28.329","UNKNOWN","UNKNOWN","d23484ae-e120-4262-8c6c-45e21e79cc57","false","UNKNOWN","UNKNOWN","null",Pesit Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC4-INFRA_ST-MONITOR_INFRA","Outbound","Server","monitor_20260624_230000.txt","UNKNOWN","INFRA-MONITOR-UC4","FILE","/","monitor_20260624_230000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260624_230000.txt",16,"pesit","true","BINARY","06/24/2026 23:00:55.993","06/24/2026 23:00:56.372","379 ms","UNKNOWN","17627","UNKNOWN","b863714d-a5ca-49c0-ad66-a49bd62c130b","42515630743042456165753233594b42706748514c466c59536469676f2b5964316b5576795330567131333d","06/24/2026 23:00:35.692","UNKNOWN","UNKNOWN","82e5891b-8752-4379-a3cd-34d86d02a93e","false","UNKNOWN","UNKNOWN","null",Pesit Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC4-INFRA_ST-MONITOR_INFRA","Inbound","User","monitor_20260624_230000.txt","UNKNOWN","INFRA-MONITOR-UC4","FILE","Upload/","monitor_20260624_230000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260624_230000.txt",16,"ssh","true","BINARY","06/24/2026 23:00:50.481","06/24/2026 23:00:55.101","4.620 s","192.0.2.77","22","UNKNOWN","5a4718c3-caa8-4e3a-b8b8-b7f2af16fef4","42515630743042456165753233594b42706748514c466c59536469676f2b5964316b5576795330567131333d","06/24/2026 23:00:23.036","UNKNOWN","UNKNOWN","82e5891b-8752-4379-a3cd-34d86d02a93e","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: diffie-hellman-group-exchange-sha256, Public Key: ssh-rsa.",Ssh Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC1-INFRA_ST-MONITOR_INFRA","Outbound","User","monitor_20260624_230000.txt","UNKNOWN","INFRA-MONITOR-UC1","FILE","/","monitor_20260624_230000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260624_230000.txt",16,"ssh","true","BINARY","06/24/2026 23:00:49.897","06/24/2026 23:00:55.572","5.675 s","filetransfer.acme.example","22","UNKNOWN","a8e6c04f-a83c-40d8-88f2-13f29d744eba","4d36385951366364746e5957737668567865516d397a3363327058395477766e654c7a364f423446416b2b3d","06/24/2026 23:00:39.756","UNKNOWN","UNKNOWN","49c52f96-423a-4183-b937-dc1797b9142a","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: diffie-hellman-group-exchange-sha256, Public Key: ssh-rsa.",Ssh Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC1-INFRA_ST-MONITOR_INFRA","Inbound","User","INFRA-MONITOR-UC1","UNKNOWN","INFRA-MONITOR-UC1","FILE","Upload/","monitor_20260624_230000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260624_230000.txt",16,"pesit","true","BINARY","06/24/2026 23:00:44.610","06/24/2026 23:00:45.523","913 ms","UNKNOWN","17627","UNKNOWN","5460784f-a0aa-40de-8728-3b3bc58af5e8","4d36385951366364746e5957737668567865516d397a3363327058395477766e654c7a364f423446416b2b3d","06/24/2026 23:00:27.891","UNKNOWN","UNKNOWN","49c52f96-423a-4183-b937-dc1797b9142a","false","UNKNOWN","UNKNOWN","null",Pesit Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC3-INFRA_ST-MONITOR_INFRA","Outbound","Server","monitor_20260624_223000.txt","UNKNOWN","INFRA-MONITOR-UC3","FILE","/","monitor_20260624_223000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260624_223000.txt",16,"pesit","true","BINARY","06/24/2026 22:35:14.750","06/24/2026 22:35:16.049","1.299 s","UNKNOWN","17627","UNKNOWN","21a8c891-e30c-448d-9f68-52062c65ca5c","474b536b785570517879686d6452676875674e3867676b4e4a445a7275694c47657756746e4861446667473d","06/24/2026 22:34:48.893","UNKNOWN","UNKNOWN","c4a7d0a4-c370-4f4b-a697-6d7d5ccc94ac","false","UNKNOWN","UNKNOWN","null",Pesit Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC2-INFRA_ST-MONITOR_INFRA","Outbound","User","monitor_20260624_223000.txt","UNKNOWN","INFRA-MONITOR-UC2","FILE","/","monitor_20260624_223000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260624_223000.txt",16,"ssh","true","BINARY","06/24/2026 22:35:09.767","06/24/2026 22:35:14.101","4.334 s","192.0.2.77","22","UNKNOWN","0735384a-9423-4b53-9967-490b7fa80c47","47535a365879454e35692b2f5a4934363061776d57396a4748623541394e724c4a4a78394941486e6b71593d","06/24/2026 22:34:58.759","UNKNOWN","UNKNOWN","2863bacf-abfb-4046-bf6b-0639adc7f34b","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: diffie-hellman-group-exchange-sha256, Public Key: ssh-rsa.",Ssh Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC3-INFRA_ST-MONITOR_INFRA","Inbound","User","monitor_20260624_223000.txt","UNKNOWN","INFRA-MONITOR-UC3","FILE","Upload/","monitor_20260624_223000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260624_223000.txt",16,"ssh","true","BINARY","06/24/2026 22:35:09.343","06/24/2026 22:35:13.205","3.862 s","filetransfer.acme.example","22","UNKNOWN","f699dbc8-34c6-4bd6-a437-9bb717f4cb68","474b536b785570517879686d6452676875674e3867676b4e4a445a7275694c47657756746e4861446667473d","06/24/2026 22:35:00.883","UNKNOWN","UNKNOWN","c4a7d0a4-c370-4f4b-a697-6d7d5ccc94ac","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: diffie-hellman-group-exchange-sha256, Public Key: ssh-rsa.",Ssh Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC2-INFRA_ST-MONITOR_INFRA","Inbound","Server","monitor_20260624_223000.txt","UNKNOWN","INFRA-MONITOR-UC2","FILE","Upload/","monitor_20260624_223000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260624_223000.txt",16,"routing","true","BINARY","06/24/2026 22:31:57.197","06/24/2026 22:31:57.623","426 ms","UNKNOWN","UNKNOWN","UNKNOWN","ed95f653-efb2-490a-8d48-02bde380f51a","47535a365879454e35692b2f5a4934363061776d57396a4748623541394e724c4a4a78394941486e6b71593d","06/24/2026 22:31:47.802","UNKNOWN","UNKNOWN","2863bacf-abfb-4046-bf6b-0639adc7f34b","false","UNKNOWN","UNKNOWN","null",UNKNOWN,"UNKNOWN","192.0.2.76"
